flight_id,drone,rate,drone_cond,mode,preset,obs_sigma,lap_index,n_frames,duration_s,median_err_m,p90_err_m,jump_rate
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,no_thr,1.5,5,2252,22.62,1.912,7.769,0.0391
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Thr+R,1.0,3,2514,25.25,84.289,126.446,0.7788
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Thr+R,1.0,4,2314,23.21,58.328,124.637,0.8647
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Thr+R,1.0,5,2252,22.62,17.104,116.286,0.5169
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Thr+R,1.5,3,2514,25.25,96.089,126.563,0.9029
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Thr+R,1.5,4,2314,23.21,28.891,119.252,0.6456
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Thr+R,1.5,5,2252,22.62,5.311,116.912,0.3854
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Y+P+2R,1.0,3,2514,25.25,4.171,90.289,0.3186
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Y+P+2R,1.0,4,2314,23.21,2.153,30.001,0.1746
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Y+P+2R,1.0,5,2252,22.62,3.774,77.777,0.2393
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Y+P+2R,1.5,3,2514,25.25,2.172,7.836,0.0434
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Y+P+2R,1.5,4,2314,23.21,1.815,27.902,0.1876
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Y+P+2R,1.5,5,2252,22.62,1.93,10.981,0.0719
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,R+Y_only,1.0,3,2514,25.25,2.712,17.586,0.1209
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,R+Y_only,1.0,4,2314,23.21,1.75,89.634,0.2057
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,R+Y_only,1.0,5,2252,22.62,17.852,121.942,0.5049
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,R+Y_only,1.5,3,2514,25.25,2.41,35.339,0.1348
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,R+Y_only,1.5,4,2314,23.21,2.137,39.215,0.1724
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,R+Y_only,1.5,5,2252,22.62,2.412,53.236,0.1745
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Thr+P+R,1.0,3,2514,25.25,32.242,137.915,0.5943
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Thr+P+R,1.0,4,2314,23.21,14.897,112.55,0.4978
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Thr+P+R,1.0,5,2252,22.62,3.871,105.552,0.3321
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Thr+P+R,1.5,3,2514,25.25,8.8,112.885,0.4133
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Thr+P+R,1.5,4,2314,23.21,3.416,37.818,0.2394
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Thr+P+R,1.5,5,2252,22.62,3.51,113.777,0.3255
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Thr+R+Y,1.0,3,2514,25.25,10.795,138.854,0.4411
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Thr+R+Y,1.0,4,2314,23.21,33.539,119.054,0.6292
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Thr+R+Y,1.0,5,2252,22.62,3.551,92.873,0.3468
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Thr+R+Y,1.5,3,2514,25.25,7.17,99.023,0.3759
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Thr+R+Y,1.5,4,2314,23.21,4.573,76.433,0.2999
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,Thr+R+Y,1.5,5,2252,22.62,2.125,51.952,0.2078
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,soft_thr,1.0,3,2514,25.25,1.81,9.215,0.0362
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,soft_thr,1.0,4,2314,23.21,1.545,40.006,0.2226
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,soft_thr,1.0,5,2252,22.62,1.893,45.158,0.1807
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,soft_thr,1.5,3,2514,25.25,1.786,8.481,0.0187
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,soft_thr,1.5,4,2314,23.21,1.662,39.944,0.1971
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,soft_thr,1.5,5,2252,22.62,1.593,14.102,0.0928
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,angular_scaled,1.0,3,2514,25.25,2.134,7.764,0.0434
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,angular_scaled,1.0,4,2314,23.21,2.09,19.349,0.1283
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,angular_scaled,1.0,5,2252,22.62,2.314,67.979,0.131
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,angular_scaled,1.5,3,2514,25.25,1.926,7.379,0.0095
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,angular_scaled,1.5,4,2314,23.21,1.665,21.289,0.1262
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,angular_scaled,1.5,5,2252,22.62,1.607,7.457,0.008
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,P+R_only,1.0,3,2514,25.25,7.909,96.982,0.327
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,P+R_only,1.0,4,2314,23.21,3.004,46.072,0.1884
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,P+R_only,1.0,5,2252,22.62,3.815,106.42,0.2504
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,P+R_only,1.5,3,2514,25.25,3.28,18.393,0.1233
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,P+R_only,1.5,4,2314,23.21,3.072,15.84,0.1158
4,LiftOff_200,RedSheep_rate,cross_drone,RC+Rate,P+R_only,1.5,5,2252,22.62,2.558,11.095,0.0671
