preset,obs_sigma,process_noise_v,drone_cond,p90_err_m,median_err_m,jump_rate,n_laps
soft_thr,1.5,5.0,same_drone,9.62088452798139,1.575536847611841,0.049317583961131096,6
soft_thr,1.5,8.0,cross_drone,9.655508452669471,1.6560796768794563,0.04307715124057324,6
soft_thr,1.5,8.0,same_drone,7.6765105464784185,1.6528846946299687,0.027121528285537475,6
soft_thr,2.0,1.0,cross_drone,44.81698298582999,3.0573980715345326,0.15666502467294727,6
soft_thr,2.0,1.0,same_drone,32.06734275078037,2.4499725516987994,0.12304220995098658,6
soft_thr,2.0,2.0,cross_drone,19.57261898893451,1.8398680095956355,0.11432098674447255,6
soft_thr,2.0,2.0,same_drone,18.548349597056074,1.7744830822160924,0.10842089242351072,6
soft_thr,2.0,3.0,cross_drone,14.52276721439725,1.554771629238105,0.08149860140382988,6
soft_thr,2.0,3.0,same_drone,12.542113547369588,1.5793544287909917,0.06552112522907573,6
soft_thr,2.0,5.0,cross_drone,12.229409267029615,1.648778353573147,0.059373134158975494,6
soft_thr,2.0,5.0,same_drone,9.855683526823839,1.7226903945114092,0.04579263403797288,6
soft_thr,2.0,8.0,cross_drone,9.660672806338368,1.7397502011518278,0.03732039140833361,6
soft_thr,2.0,8.0,same_drone,7.527280818969359,1.5937020602302645,0.015698650237106218,6
soft_thr,2.5,1.0,cross_drone,13.669377741654372,2.4454127499511706,0.07753109199512208,6
soft_thr,2.5,1.0,same_drone,15.67593060617377,2.5102030780773426,0.1103429083646547,6
soft_thr,2.5,2.0,cross_drone,18.955164359470555,1.961860367423385,0.10957917729004059,6
soft_thr,2.5,2.0,same_drone,15.130022380186007,1.8631350663706445,0.10109707349079929,6
soft_thr,2.5,3.0,cross_drone,13.999604729112804,1.7013253197301104,0.0820799257814933,6
soft_thr,2.5,3.0,same_drone,12.653470380394518,1.6841372406172137,0.08019440475583334,6
soft_thr,2.5,5.0,cross_drone,12.017321013210001,1.7824235721245671,0.06432174637044182,6
soft_thr,2.5,5.0,same_drone,10.715059873771379,1.7847136921494642,0.04526415167950922,6
soft_thr,2.5,8.0,cross_drone,9.746145126564157,1.8909925030655803,0.042366587187224906,6
soft_thr,2.5,8.0,same_drone,8.808214916281209,1.8437128215903273,0.030000075517224615,6
soft_thr,3.0,1.0,cross_drone,13.03363453810006,2.4565724611679762,0.06226728786465657,6
soft_thr,3.0,1.0,same_drone,16.796508107880378,2.6551463763360403,0.11335197048611949,6
soft_thr,3.0,2.0,cross_drone,19.089695228400867,2.261678228372881,0.10866593773614884,6
soft_thr,3.0,2.0,same_drone,15.539387297030595,1.994140018079925,0.1018389360213096,6
soft_thr,3.0,3.0,cross_drone,15.262765653345623,1.849639176364846,0.09031413990449307,6
soft_thr,3.0,3.0,same_drone,13.112795330235294,1.7300191861561391,0.08473708627702649,6
soft_thr,3.0,5.0,cross_drone,12.158013420634616,1.939502135843045,0.07123941063325434,6
soft_thr,3.0,5.0,same_drone,11.578406151814463,1.880662024945001,0.059842514123049945,6
soft_thr,3.0,8.0,cross_drone,10.51029736573029,2.1679901201481293,0.05176176322459854,6
soft_thr,3.0,8.0,same_drone,9.169649574672937,2.2043418469108578,0.03193665454624927,6
