flight_id,drone,rate,drone_cond,preset,obs_sigma,process_noise_v,lap_index,n_frames,duration_s,median_err_m,p90_err_m,jump_rate
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,1.5,1.0,4,2314,23.20598602294922,1.716053429486326,13.640072910923616,0.09464131374243734
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,1.5,1.0,5,2252,22.615839958190918,2.002918622308705,13.987699282551494,0.09547069271758436
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.5,2.0,2,2466,24.773011922836304,1.9998138326996724,22.53574832790244,0.1281427412814274
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.5,2.0,3,2524,25.354163885116577,2.4917830805472647,28.324057899374367,0.15134706814580032
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.5,2.0,4,2443,24.53096318244934,1.059548717240034,11.0016900876062,0.032337290216946375
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.5,2.0,3,2509,25.217001914978027,4.093098506032732,36.31020689229113,0.21402949382223993
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.5,2.0,4,2597,26.059934854507446,2.3477425235905685,16.811941118055802,0.11782826338082403
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.5,2.0,5,2477,24.85981011390686,2.830378042096129,38.68359810440211,0.16794509487283005
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.5,2.0,4,2353,23.624861001968384,3.603207295437066,63.772860222180704,0.20994475138121546
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.5,2.0,5,2443,24.526942014694214,1.218043162077123,11.148051238774332,0.08063855914858781
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.5,2.0,6,2345,23.54997706413269,2.6091841894565277,114.02212282511297,0.259275053304904
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,1.5,2.0,3,2514,25.249022006988525,2.316014067370517,8.952997426989693,0.016706443914081145
